poi_id,name,region,locality,address,postcode,longitude,latitude,category_level1,category_level2,category_level3,business_status,phone,website_domain,rating,rating_count,traffic_score,time_spent,update_month
8757f91ba27abb957121abd26bcaff39,Shell,Punjab,Jhang,"Amir Colony Jhang, 35200, Pakistan",35200.0,72.31658882,31.2737338,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 800 743 55,shell.com.pk,3.8,345.0,52.43,People typically spend up to 20 min here,03-2025
1650d773463b1196710658d0f90a80e4,BILAL SUPER DRIVE- Total Petrol Station,Pakistan,Mehrabpur,"SURVEY NO. 126/1, HALANI ROAD,,MEHRABPUR, Mehrabpur, 67000, Pakistan",67000.0,68.41069212,27.10104251,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 300 8314102,totalparco.com.pk,3.9,72.0,47.43,People typically spend up to 1 hour here,03-2025
eb043ec3176bacd2ebdfd3b63f1aef45,Shell petrol station,پلیی,Batkhela,"N-45, Batkhela, 23020, Pakistan",23020.0,71.9550711,34.61123767,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 800 743 55,shell.com.pk,3.9,278.0,29.29,People typically spend up to 45 min here,03-2025
e6205e361c73b41190e8e994f4472ac0,Total PARCO Petrol Pump,Rawalpindi,Islamabad,"East Service Road, Islamabad Expy, Ghauri Town, Islamabad, 44000, Pakistan",44000.0,73.12087429,33.61910727,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 333 5113720,totalparco.com.pk,4.1,722.0,43.29,People typically spend up to 45 min here,03-2025
b055112fb1ccb869cdf9fcc0d818d479,Shell,Zaman Park,Lahore,"Faizan Filling Station, Allama Iqbal Rd, Larex Colony Garhi Shahu, Lahore, 54139, Pakistan",54139.0,74.3512707,31.55731397,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 42 36304329,find.shell.com,4.1,230.0,54.43,People typically spend up to 25 min here,03-2025
b65db6b0be660ff92c7dee85d9e257bb,JOYIA PETROLEUM SERVICES- Total Petrol Station,Pakistan,Bahawal Nagar,"ADDA GAJJIANI, 12 KM FROM BAHAWALI CHOWK, Bahawal Nagar, 62300, Pakistan",62300.0,73.24969023,29.87853614,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 300 8426664,totalparco.com.pk,3.8,48.0,39.57,People typically spend up to 25 min here,03-2025
f67d00359c1400b8369052eaa37b8a92,Shell,UC-3 Khandu Goth,Karachi,"Sharah-e-Sher Shah Suri, Block-B Block B North Nazimabad Town, Karachi, 75720, Pakistan",75720.0,67.03047511,24.92550691,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 21 36643305,find.shell.com,3.8,475.0,47.14,People typically spend up to 30 min here,03-2025
03902fd4d1f2cc3bc9368502174e65c4,Jam Good Filling Station- Total Petrol Station,Punjab,Muzaffargarh,"607 TDA, Muhammdi Adda,Near Pathan Hotel, Muzaffargarh, 34200, Pakistan",34200.0,71.23782515,30.38047561,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 300 5554475,totalparco.com.pk,3.8,92.0,26.43,People typically spend up to 20 min here,03-2025
b482ac46ebaa2cf4fda479df419150b5,NEW MALIK PETROLEUM SERVICE- Total Petrol Station,Sadiqabad Tehsil,Sadiqabad,"AT MOUZA CHAK # 10/NP, Sadiqabad Bypass, National Highway,SADIQABAD, Habib Colony, Sadiqabad, 64350, Pakistan",64350.0,70.09668051,28.31443471,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 300 8670045,totalparco.com.pk,4.0,25.0,40.29,People typically spend up to 1 hour here,03-2025
6896ddfd4c2252f82ec0801388b8e74a,Super Meezan Filling Station- Total Petrol Station,Punjab,Multan,"Multan-Muzaffargarh Rd, Chenab East Bank, Sher Shah, Punjab, Multan, 60000, Pakistan",60000.0,71.31825014,30.07751244,Transportation & Logistics,Fuel & Charging,Gas station,Open 24 hours,+92 300 8639723,totalparco.com.pk,4.0,61.0,38.14,People typically spend up to 20 min here,03-2025
